brand,Model_Name,price,price_num,head_size,head_size_in2,length,length_in,weight,weight_g,tension,tension_low_lbs,tension_high_lbs,tension_mid_lbs,balance,balance_pts,beam_width,beam_mm_avg,composition,flex,flex_ra,grip_type,power_lv,power_lv_num,string_pa,swing_sp,swing_sp_num,swing_we,swing_weight
Wilson,Clash (280g),$189,189.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.4 oz / 295 g Unstrung — 9.9 oz / 280 g,295.0,47-57 Pounds,47.0,57.0,52.0,4 Pts Head Light,-4.0,24/26/23mm,23.0,High Performance Carbon Fiber,69,69.0,Wilson Pro Performance,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,294,294.0
Dunlop,SX 300 (300g),$199.99,199.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 300 g,318.0,45-65 Pounds,45.0,65.0,55.0,4 Pts Head Light,-4.0,23/26/23mm,23.0,Sonic Core with Infinergy / Graphite,71,71.0,Dunlop Viper Dry,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,317,317.0
Dunlop,SX 300 (310g),$199.99,199.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.6 oz / 329 g Unstrung — 10.9 oz / 310 g,329.0,45-65 Pounds,45.0,65.0,55.0,6 Pts Head Light,-6.0,23/26/23mm,23.0,Sonic Core with Infinergy & Graphite,65,65.0,Dunlop Viper Dry,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,336,336.0
Yonex,VCORE Pro 100 (280g),$239,239.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.5 oz / 298 g Unstrung — 9.9 oz / 280 g,298.0,45-60 Pounds,45.0,60.0,52.5,Even Balance,0.0,21mm,21.0,H.M. Graphite/Black Micro Core/Namd,66,66.0,Yonex Super Cushion Grip,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,312,312.0
Volkl,Volkl (305g),$199.99,199.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 305 g,323.0,50-60 Pounds,50.0,60.0,55.0,6 Pts Head Light,-6.0,22/24/22mm,22.0,V Cell & Graphite,68,68.0,Volkl Synthetic,Low,1.0,"18 Mains / 20 CrossesMains Skip: 8T, 10T, 8H, 10HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,324,324.0
Volkl,Volkl (315g),$209.99,209.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.6 oz / 332 g Unstrung — 11.1 oz / 315 g,332.0,50-60 Pounds,50.0,60.0,55.0,7 Pts Head Light,-7.0,22/24/22mm,22.0,V-Cell/Graphite,66,66.0,Volkl,Low,1.0,"16 Mains / 18 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,316,316.0
Pro,Pro (310g),$179,179.0,100 sq. in MP,100.0,27.5 inches,27.5,Strung — 11.5 oz / 326 g Unstrung — 10.9 oz / 310 g,326.0,50-65 Pounds,50.0,65.0,57.5,8 Pts Head Light,-8.0,21.5mm,21.5,Graphite/Spiraltech Carbon,66,66.0,Pro Kennex Synthetic,Low,1.0,"16 Mains / 20 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,337,337.0
Babolat,Pure Strike Tour (320g),$219,219.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.9 oz / 337 g Unstrung — 11.3 oz / 320 g,337.0,50-59 Pounds,50.0,59.0,54.5,6 Pts Head Light,-6.0,21/23/21mm,21.0,Graphite,66,66.0,Skin Feel,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,334,334.0
Babolat,Pure Strike (300g),$249,249.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 300 g,318.0,50-59 Pounds,50.0,59.0,54.5,4 Pts Head Light,-4.0,21/23mm,23.0,Graphite,66,66.0,Babolat Syntec Pro,Low,1.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,317,317.0
Volkl,Volkl (270g),$219.99,219.99,110 sq. in OS,110.0,27.8 inches,27.8,Strung — 10 oz / 283 g Unstrung — 9.5 oz / 270 g,283.0,46-60 Pounds,46.0,60.0,53.0,1 Pt Head Light,-1.0,28/27/26mm,26.0,V Cell & Graphite,69,69.0,Volkl Perforated,High,3.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,317,317.0
Pro,Pro (300g),$169,169.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.1 oz / 315 g Unstrung — 10.6 oz / 300 g,315.0,50-65 Pounds,50.0,65.0,57.5,6 Pts Head Light,-6.0,19.5mm,19.5,Graphite/Spiraltech Carbon,63,63.0,Pro Kennex Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,323,323.0
Pro,Pro (260g),$189,189.0,105 sq. in OS,105.0,27.5 inches,27.5,Strung — 9.7 oz / 275 g Unstrung — 9.1 oz / 260 g,275.0,50-65 Pounds,50.0,65.0,57.5,2 Pts Head Light,-2.0,26mm,26.0,Graphite/Spiraltech Carbon,72,72.0,Pro Kennex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,316,316.0
Yonex,VCORE 100 (301g),$229,229.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.1 oz / 315 g Unstrung — 10.6 oz / 301 g,315.0,45-60 Pounds,45.0,60.0,52.5,4 Pts Head Light,-4.0,24/25/22mm,22.0,H.M. Graphite/Black Micro Core/Namd,65,65.0,Yonex Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,325,325.0
Yonex,VCORE Pro 98 (306g),$229,229.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.3 oz / 320 g Unstrung — 10.8 oz / 306 g,320.0,45-60 Pounds,45.0,60.0,52.5,6 Pts Head Light,-6.0,22/22/21mm,21.0,H.M. Graphite/Black Micro Core/Namd,63,63.0,Yonex Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,318,318.0
Babolat,Pure Drive/Aero (300g),$229,229.0,100 sq. in MP,100.0,27.5 inches,27.5,Strung — 11.3 oz / 321 g Unstrung — 10.6 oz / 300 g,321.0,50-59 Pounds,50.0,59.0,54.5,6 Pts Head Light,-6.0,23/26/23mm,23.0,Graphite,65,65.0,Babolat Syntec Pro,Low,1.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,329,329.0
Tecnifibre,T-Fight (305g),$229.95,229.95,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 305 g,323.0,49-59 Pounds,49.0,59.0,54.0,4 Pts Head Light,-4.0,21.7mm,21.7,Dynacore/Graphite/XTC,65,65.0,Tecnifibre X-Tra Feel,Low,1.0,"18 Mains / 20 CrossesMains Skip: 8T, 10T, 8H, 10HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,326,326.0
Babolat,Babolat (300g),$219,219.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 300 g,318.0,50-59 Pounds,50.0,59.0,54.5,4 Pts Head Light,-4.0,21/23/21mm,21.0,Graphite,68,68.0,Babolat Syntec Team,Low,1.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,320,320.0
Tecnifibre,TF-X1 (285g),$209.95,209.95,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.6 oz / 300 g Unstrung — 10 oz / 285 g,300.0,49-59 Pounds,49.0,59.0,54.0,1 Pts Head Light,-1.0,25/26.6/24.7mm,24.7,Graphite,73,73.0,Tecnifibre Wax Grip Feel,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,314,314.0
Babolat,Pure Drive/Aero (301g),$229,229.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.1 oz / 315 g Unstrung — 10.6 oz / 301 g,315.0,50-59 Pounds,50.0,59.0,54.5,4 Pts Head Light,-4.0,23/26/23mm,23.0,Graphite,67,67.0,Babolat Syntec,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,324,324.0
Wilson,Clash (310g),$249,249.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.5 oz / 325 g Unstrung — 10.9 oz / 310 g,325.0,48-58 Pounds,48.0,58.0,53.0,9 Pts Head Light,-9.0,24.5mm,24.5,High Performance Carbon Fiber,50,50.0,Wilson Pro Performance,Low,1.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,325,325.0
Volkl,Volkl (329g),$179.99,179.99,98 sq. in MP,98.0,27 inches,27.0,Strung — 12.1 oz / 343 g Unstrung — 11.6 oz / 329 g,343.0,50-60 Pounds,50.0,60.0,55.0,10 Pts Head Light,-10.0,20mm,20.0,Carbon Graphite,60,60.0,Biotac,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,331,331.0
Yonex,VCORE 100 (300g),$229,229.0,100 sq. in MP,100.0,27.5 inches,27.5,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 300 g,318.0,45-60 Pounds,45.0,60.0,52.5,3 Pts Head Light,-3.0,24/25/22mm,22.0,H.M. Graphite/Black Micro Core/Namd,68,68.0,Yonex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,341,341.0
Wilson,Pro Staff (305g),$219,219.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 305 g,323.0,50-60 Pounds,50.0,60.0,55.0,4 Pts Head Light,-4.0,20.6mm,20.6,Braided Graphite + Basalt,62,62.0,Wilson Pro Performance,Low,1.0,"18 Mains / 20 CrossesMains Skip: 8T, 10T, 8H, 10HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,335,335.0
Dunlop,CX 200 (289g),$99.99,99.99,98 sq. in MP,98.0,27 inches,27.0,Strung — 10.7 oz / 303 g Unstrung — 10.2 oz / 289 g,303.0,45-60 Pounds,45.0,60.0,52.5,4 Pts Head Light,-4.0,21.5mm,21.5,Sonic Core with Infinergy,63,63.0,Dunlop Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,318,318.0
Wilson,Clash (280g),$229,229.0,108 sq. in OS,108.0,27.25 inches,27.25,Strung — 10.5 oz / 298 g Unstrung — 9.9 oz / 280 g,298.0,48-58 Pounds,48.0,58.0,53.0,Even Balance,0.0,24.5mm,24.5,High Performance Carbon Fiber,54,54.0,Wilson Pro Performance,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,313,313.0
Head,Extreme/Instinct (270g),$129.95,129.95,104 sq. in MP,104.0,27 inches,27.0,Strung — 10.1 oz / 286 g Unstrung — 9.5 oz / 270 g,286.0,48-57 Pounds,48.0,57.0,52.5,1 Pt Head Light,-1.0,24mm,24.0,Graphene 360+ & Graphite,60,60.0,Head Hydrosorb Pro,High,3.0,"16 Mains / 20 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,300,300.0
Yonex,VCORE Pro 98 (306g),$229,229.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 306 g,323.0,45-60 Pounds,45.0,60.0,52.5,6 Points Head Light,-6.0,22/22/21mm,21.0,H.M. Graphite/Black Micro Core/Namd,65,65.0,Yonex Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,318,318.0
Volkl,Volkl (255g),$249.99,249.99,115 sq. in OS,115.0,27.8 inches,27.8,Strung — 9.5 oz / 269 g Unstrung — 9.0 oz / 255 g,269.0,48-58 Pounds,48.0,58.0,53.0,4 Pts Head Heavy,4.0,27/29mm,29.0,Vcell/Graphite,70,70.0,Volkl Synthetic,High,3.0,"16 Mains / 17 CrossesMains Skip: 7T, 9T, 8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,314,314.0
Babolat,Pure Drive/Aero Lite (269g),$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10 oz / 283 g Unstrung — 9.5 oz / 269 g,283.0,50-59 Pounds,50.0,59.0,54.5,Even Balance,0.0,23/26/23mm,23.0,Graphite,67,67.0,Babolat Syntec,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,313,313.0
Volkl,Volkl (320g),$199.99,199.99,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.8 oz / 335 g Unstrung — 11.3 oz / 320 g,335.0,50-60 Pounds,50.0,60.0,55.0,6 Pts Head Light,-6.0,20/21/20mm,20.0,Vcell/Graphite,66,66.0,Volkl Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,323,323.0
Volkl,Volkl (260g),$149.99,149.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 9.8 oz / 278 g Unstrung — 9.2 oz / 260 g,278.0,50-60 Pounds,50.0,60.0,55.0,1 Pts Head Light,-1.0,22/24/22mm,22.0,Vcell/Graphite,70,70.0,Volkl Synthetic,Medium,2.0,"16 Mains / 18 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,297,297.0
Head,Extreme/Instinct (285g),$129.95,129.95,104 sq. in MP,104.0,27 inches,27.0,Strung — 10.7 oz / 303 g Unstrung — 10.1 oz / 285 g,303.0,48-57 Pounds,48.0,57.0,52.5,3 Pts Head Light,-3.0,24mm,24.0,Graphene 360+ & Graphite,60,60.0,Head Hydrosorb Pro,Medium,2.0,"16 Mains / 20 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,310,310.0
Yonex,VCORE 98 (289g),$229,229.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 10.7 oz / 303 g Unstrung — 10.2 oz / 289 g,303.0,49-55 Pounds,49.0,55.0,52.0,3 Pts Head Light,-3.0,22/21/22mm,22.0,H.M. Graphite/Black Micro Core/Namd,65,65.0,Yonex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,310,310.0
Pro,Pro (290g),$179,179.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.8 oz / 306 g Unstrung — 10.2 oz / 290 g,306.0,50-65 Pounds,50.0,65.0,57.5,3 Pts Head Light,-3.0,21.5mm,21.5,Graphite/Spiraltech Carbon,66,66.0,Pro Kennex Synthetic,Medium,2.0,"16 Mains / 20 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,316,316.0
Volkl,Volkl (305g),$199.99,199.99,99 sq. in MP,99.0,27 inches,27.0,Strung — 11.3 oz / 320 g Unstrung — 10.8 oz / 305 g,320.0,50-60 Pounds,50.0,60.0,55.0,3 Pts Head Light,-3.0,23/20/23mm,23.0,Vcell/Graphite,70,70.0,Volkl Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,320,320.0
Babolat,Babolat Team (285g),$209,209.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.7 oz / 303 g Unstrung — 10.1 oz / 285 g,303.0,50-59 Pounds,50.0,59.0,54.5,1 Pt Head Light,-1.0,21/23/21mm,21.0,Graphite,69,69.0,Babolat Syntec Team,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,310,310.0
Pro,Pro (315g),$169,169.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.7 oz / 332 g Unstrung — 11.1 oz /315 g,332.0,50-65 Pounds,50.0,65.0,57.5,6 Pts Head Light,-6.0,19.5mm,19.5,Graphite/Spiraltech Carbon,63,63.0,Pro Kennex Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,320,320.0
Yonex,VCORE Pro 98 (305g),$229,229.0,98 sq. in MP,98.0,27.5 inches,27.5,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 305 g,323.0,45-60 Pounds,45.0,60.0,52.5,5 Pts Head Light,-5.0,22/22/21mm,21.0,H.M. Graphite/Black Micro Core/Namd,64,64.0,Yonex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,340,340.0
Volkl,Volkl (286g),$169.99,169.99,102 sq. in MP,102.0,27 inches,27.0,Strung — 10.6 oz / 301 g Unstrung — 10.1 oz / 286 g,301.0,50-60 Pounds,50.0,60.0,55.0,1 Pts Head Light,-1.0,25/22/28mm,28.0,Graphite,69,69.0,Volkl Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,318,318.0
Babolat,Babolat OS Super Lite (241g),$169,169.0,115 sq. in OS,115.0,27.6 inches,27.6,Strung — 9.1 oz / 258 g Unstrung — 8.5 oz / 241 g,258.0,50-55 Pounds,50.0,55.0,52.5,5 Pts Head Heavy,5.0,25/28/24mm,24.0,Graphite,66,66.0,Syntec Lite,High,3.0,"16 Mains / 20 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,314,314.0
Wilson,Pro Staff (305g),$219,219.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 305 g,323.0,50-60 Pounds,50.0,60.0,55.0,4 Pts Head Light,-4.0,20.6mm,20.6,Braided Graphite + Basalt,62,62.0,Wilson Pro Performance,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,331,331.0
Wilson,Clash (265g),$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 9.9 oz / 281 g Unstrung — 9.3 oz / 265 g,281.0,48-58 Pounds,48.0,58.0,53.0,1 Pt Head Light,-1.0,24.5mm,24.5,High Performance Carbon Fiber,54,54.0,Wilson Pro Performance,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,300,300.0
Pro,Pro (310g),$179,179.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.5 oz / 326 g Unstrung — 10.9 oz / 310 g,326.0,50-65 Pounds,50.0,65.0,57.5,8 Pts Head Light,-8.0,21.5mm,21.5,Graphite/Spiraltech Carbon,66,66.0,Pro Kennex Synthetic,Low,1.0,"16 Mains / 20 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,320,320.0
Yonex,VCORE 100 (301g),$229,229.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 301 g,318.0,45-60 Pounds,45.0,60.0,52.5,4 Points Head Light,-4.0,24/25/22mm,22.0,H.M. Graphite/Black Micro Core/Namd,69,69.0,Yonex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,320,320.0
Babolat,Pure Strike (306g),$219,219.0,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 306 g,323.0,50-59 Pounds,50.0,59.0,54.5,4 Pts Head Light,-4.0,21/23/21mm,21.0,Graphite,67,67.0,Skin Feel,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,330,330.0
Dunlop,CX 200 (306g),$99.99,99.99,98 sq. in MP,98.0,27 inches,27.0,Strung — 11.4 oz / 323 g Unstrung — 10.8 oz / 306 g,323.0,45-60 Pounds,45.0,60.0,52.5,6 Pts Head Light,-6.0,21.5mm,21.5,Sonic Core with Infinergy,64,64.0,Dunlop Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,318,318.0
Babolat,Pure Drive/Aero Tour (315g),$229,229.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.7 oz / 330 g Unstrung — 11.1 oz / 315 g,330.0,50-59 Pounds,50.0,59.0,54.5,6 Pts Head Light,-6.0,23/26/23mm,23.0,Graphite,65,65.0,Babolat Syntec Pro,Low,1.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,331,331.0
Wilson,Clash (280g),$229,229.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.5 oz / 298 g Unstrung — 9.9 oz / 280 g,298.0,48-58 Pounds,48.0,58.0,53.0,6 Pts Head Light,-6.0,24.5mm,24.5,High Performance Carbon Fiber,52,52.0,Wilson Pro Performance,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,310,310.0
Yonex,VCORE 100 (272g),$179,179.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.1 oz / 286 g Unstrung — 9.6 oz / 272 g,286.0,49-55 Pounds,49.0,55.0,52.0,3 Pts Head Light,-3.0,24/26/22mm,22.0,H.M. Graphite/Black Micro Core/Namd,65,65.0,Yonex Synthetic,High,3.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,305,305.0
Wilson,Pro Staff (290g),$199,199.0,104 sq. in MP,104.0,27.5 inches,27.5,Strung — 10.8 oz / 306 Unstrung — 10.2 oz / 290 g,290.0,50-60 Pounds,50.0,60.0,55.0,6 Points Head Light,-6.0,22mm,22.0,Braided Graphite + Basalt,60,60.0,Wilson Pro Performance,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,321,321.0
Tecnifibre,TF-X1 (270g),$209.95,209.95,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.1 oz / 286 g Unstrung — 9.5 oz / 270 g,286.0,49-59 Pounds,49.0,59.0,54.0,Even Balance,0.0,25/26.6/24.7mm,24.7,Graphite,73,73.0,Tecnifibre Wax Grip Feel,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,306,306.0
Volkl,Volkl (290g),$179.99,179.99,104 sq. in MP,104.0,27.3 inches,27.3,Strung — 10.8 oz / 306 g Unstrung — 10.2 oz / 290 g,306.0,50-60 Pounds,50.0,60.0,55.0,3 Pts Head Light,-3.0,23/25/23mm,23.0,V Cell & Graphite,70,70.0,Volkl Perforated,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,321,321.0
Volkl,Volkl (285g),$199.99,199.99,110 sq. in OS,110.0,27.6 inches,27.6,Strung — 10.7 oz / 303 g Unstrung — 10.1 oz / 285 g,303.0,50-60 Pounds,50.0,60.0,55.0,5 Pts Head Light,-5.0,26/23/29mm,29.0,Vcell/Graphite,68,68.0,Volkl Synthetic,High,3.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Slow, Compact Swing",1.0,325,325.0
Pro,Pro (280g),$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.5 oz / 298 g Unstrung — 9.9 oz / 280 g,298.0,50-65 Pounds,50.0,65.0,57.5,1 Pts Head Light,-1.0,24mm,24.0,Graphite/Spiraltech Carbon,71,71.0,Pro Kennex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,311,311.0
Volkl,Volkl (285g),$199.99,199.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 10.7 oz / 303 g Unstrung — 10.1 oz / 285 g,303.0,50-60 Pounds,50.0,60.0,55.0,3 Pts Head Light,-3.0,23/20/23mm,23.0,Vcell/Graphite,69,69.0,Volkl Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,312,312.0
Pro,Pro (305g),$159,159.0,105 sq. in OS,105.0,27.25 inches,27.25,Strung — 11.2 oz / 318 g Unstrung — 10.8 oz / 305 g,318.0,52-68 Pounds,52.0,68.0,60.0,9 Pts Head Light,-9.0,20mm,20.0,Graphite,62,62.0,Pro Kennex Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,315,315.0
Pro,Pro (280g),$219,219.0,105 sq. in OS,105.0,27.5 inches,27.5,Strung — 10.4 oz / 295 g Unstrung — 9.9 oz / 280 g,295.0,50-65 Pounds,50.0,65.0,57.5,1 Pts Head Light,-1.0,24mm,24.0,High Modulus Graphite/Spiraltech Carbon,70,70.0,Pro Kennex Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T,8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,306,306.0
Pro,Pro (300g),$199,199.0,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.2 oz / 318 g Unstrung — 10.6 oz / 300 g,318.0,50-65 Pounds,50.0,65.0,57.5,7 Pts Head Light,-7.0,22mm,22.0,Graphite/Spiraltech Carbon,71,71.0,Pro Kennex Synthetic,Low,1.0,"16 Mains / 19 CrossesMains Skip: 7T, 9T, 7H, 9HTwo PieceNo Shared Holes","Fast, Long Swing",3.0,316,316.0
Volkl,Volkl (300g),$169.99,169.99,100 sq. in MP,100.0,27 inches,27.0,Strung — 11.1 oz / 315 g Unstrung — 10.6 oz / 300 g,315.0,50-60 Pounds,50.0,60.0,55.0,3 Pts Head Light,-3.0,23/24/23mm,23.0,Vcell/Graphite,70,70.0,Volkl Synthetic,Medium,2.0,"16 Mains / 19 CrossesMains Skip: 8T, 8HTwo PieceNo Shared Holes","Medium, Moderate Swing",2.0,319,319.0
